Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_2,"Yoon, H. Y.",User acceptance of mobile library applications in academic libraries: an application of the Technology Acceptance Model,2016,The Journal of Academic Librarianship,https://doi.org/10.1016/j.acalib.2015.11.003,True,False,Librarians Empathy: Visually Impaired Students' Experiences Towards Inclusion and Sense of Belonging in an Academic Library,Nahid Bayat Bodaghi; Loh Sau Cheong; A.N. Zainab,2016,The Journal of Academic Librarianship,
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_3,"Yoon, H. Y.",Factors affecting university students' information behavior and performance in learning management systems,2016,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2016.03.061,True,False,Meeting expectations: The effects of expectations on self-esteem following the construction of a dating profile,Dian A. de Vries,2016,Computers in Human Behavior,
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_4,"Yoon, H. Y., & Kim, S.",Exploring the information behavior of international students at a South Korean university,2014,Aslib Journal of Information Management,https://doi.org/10.1108/AJIM-07-2013-0072,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_5,"Yoon, J., & Kim, S.",The information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_6,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_7,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_8,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_9,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_10,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_11,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_12,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_13,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_14,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_15,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_16,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_17,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_18,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_19,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_20,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Claude-Haiku,South Korea_Behavior_21,"Yoon, J., & Kim, S.",Information behavior of international students in the United States,2014,College & Research Libraries,https://doi.org/10.5860/crl.75.5.674,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_1,Here are 20 academic journal articles with DOIs that investigate information seeking behavior and search strategies in Australia,formatted as a tab-delimited table:,,,,False,False,,,,,No DOI provided
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_2,Buchanan,G.,Cunningham,S. J.,Blandford,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_3,Partridge,H.,& Yates,C.	Mind the gap: Exploring the information behaviour of minor field of study students	2012	Australian Academic & Research Libraries	https://doi.org/10.1080/00048623.2012.10722268,,False,False,,,,,No DOI provided
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_4,Yates,C.,& Partridge,H.	Citizens' experiences of the e-government services in the Australian Capital Territory (ACT): A phenomenographic study	2015	Government Information Quarterly	https://doi.org/10.1016/j.giq.2015.07.002,,False,False,,,,,No DOI provided
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_5,Partridge,H.,Yates,C.,Edwards,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_6,Yates,C.,Stoodley,I.,Partridge,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_7,Partridge,H.,Menzies,V.,Lee,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_8,Yates,C.,& Partridge,H.	Information literacy education for the 21st century workplace: A review of the literature	2011	Proceedings of the 2011 ALIA Information Online Conference	https://doi.org/10.1080/00048623.2011.10722211,,False,False,,,,,No DOI provided
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_9,Partridge,H.,Lee,J.,& Munro,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_10,Yates,C.,& Partridge,H.	Exploring information literacy during a natural disaster: The 2011 Brisbane flood	2014	Proceedings of the 2014 ALIA Information Online Conference	https://doi.org/10.1080/00048623.2014.910858,,False,False,,,,,No DOI provided
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_11,Partridge,H.,Edwards,S. L.,& Thorpe,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_12,Yates,C.,& Partridge,H.	Exploring information literacy during a natural disaster: The 2011 Brisbane flood	2014	Australian Library Journal	https://doi.org/10.1080/00049670.2014.898238,,False,False,,,,,No DOI provided
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_13,Partridge,H.,Edwards,S. L.,& Thorpe,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_14,Yates,C.,Stoodley,I.,Partridge,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_15,Partridge,H.,Menzies,V.,Lee,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_16,Yates,C.,& Partridge,H.	Information literacy education for the 21st century workplace: A review of the literature	2011	Australian Library Journal	https://doi.org/10.1080/00049670.2011.10722211,,False,False,,,,,No DOI provided
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_17,Partridge,H.,Lee,J.,& Munro,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_18,Yates,C.,& Partridge,H.	Citizens' experiences of the e-government services in the Australian Capital Territory (ACT): A phenomenographic study	2015	Australian Academic & Research Libraries	https://doi.org/10.1080/00048623.2015.1049114,,False,False,,,,,No DOI provided
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_19,Partridge,H.,Menzies,V.,Lee,False,False,,,,,Invalid DOI format
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_20,Yates,C.,& Partridge,H.	Mind the gap: Exploring the information behaviour of minor field of study students	2012	Australian Library Journal	https://doi.org/10.1080/00048623.2012.10722268,,False,False,,,,,No DOI provided
Australia,High Income,Seeking,Claude-Haiku,Australia_Seeking_21,Partridge,H.,Edwards,S. L.,& Thorpe,False,False,,,,,Invalid DOI format
Australia,High Income,Use,Claude-Haiku,Australia_Use_1,Here are 20 academic journal articles with DOIs that examine how people evaluate,use,and apply information in Australia,formatted as a tab-delimited table:,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_2,Partridge,H.,& Yates,C.	Information literacy as a meta-competency: Elevating the performative aspects of information literacy	2015	Libraries and Information Research	https://doi.org/10.29173/lirg673,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_3,Yates,C.,Partridge,H.,& Bruce,False,False,,,,,Invalid DOI format
Australia,High Income,Use,Claude-Haiku,Australia_Use_4,Partridge,H.,Bruce,C.,& Tilley,False,False,,,,,Invalid DOI format
Australia,High Income,Use,Claude-Haiku,Australia_Use_5,Yates,C.,Stoodley,I.,Partridge,False,False,,,,,Invalid DOI format
Australia,High Income,Use,Claude-Haiku,Australia_Use_6,Partridge,H.,Edwards,S.L.,& Thorpe,False,False,,,,,Invalid DOI format
Australia,High Income,Use,Claude-Haiku,Australia_Use_7,Partridge,H.,Lee,J.,& Munro,False,False,,,,,Invalid DOI format
Australia,High Income,Use,Claude-Haiku,Australia_Use_8,Partridge,H.,& Hallam,G.	The double helix: A personal account of the discovery of the structure of [the] information professional's DNA	2006	Education for Information	https://doi.org/10.3233/EFI-2006-24401,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_9,Partridge,H.,& Hallam,G.	Developing a profession: Informing the career advising role	2007	Australian Library Journal	https://doi.org/10.1080/00049670.2007.10722400,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_10,Partridge,H.,& Yates,C.	Mind the gap: Exploring the information-related needs of community-based health professionals in Australia	2014	Australian Academic & Research Libraries	https://doi.org/10.1080/00048623.2014.917146,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_11,Partridge,H.,Menzies,V.,Lee,False,False,,,,,Invalid DOI format
Australia,High Income,Use,Claude-Haiku,Australia_Use_12,Yates,C.,& Partridge,H.	Citizens 2.0: The challenges and opportunities of social media for public libraries	2011	Proceedings of the American Society for Information Science and Technology	https://doi.org/10.1002/meet.2011.14504801163,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_13,Partridge,H.,& Hallam,G.	Developing a profession: Informing the career advising role	2007	Australian Library Journal	https://doi.org/10.1080/00049670.2007.10722400,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_14,Partridge,H.,& Yates,C.	Mind the gap: Exploring the information-related needs of community-based health professionals in Australia	2014	Australian Academic & Research Libraries	https://doi.org/10.1080/00048623.2014.917146,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_15,Partridge,H.,Menzies,V.,Lee,False,False,,,,,Invalid DOI format
Australia,High Income,Use,Claude-Haiku,Australia_Use_16,Yates,C.,& Partridge,H.	Citizens 2.0: The challenges and opportunities of social media for public libraries	2011	Proceedings of the American Society for Information Science and Technology	https://doi.org/10.1002/meet.2011.14504801163,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_17,Partridge,H.,& Hallam,G.	The double helix: A personal account of the discovery of the structure of [the] information professional's DNA	2006	Education for Information	https://doi.org/10.3233/EFI-2006-24401,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_18,Partridge,H.,& Hallam,G.	Developing a profession: Informing the career advising role	2007	Australian Library Journal	https://doi.org/10.1080/00049670.2007.10722400,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_19,Partridge,H.,& Yates,C.	Mind the gap: Exploring the information-related needs of community-based health professionals in Australia	2014	Australian Academic & Research Libraries	https://doi.org/10.1080/00048623.2014.917146,,False,False,,,,,No DOI provided
Australia,High Income,Use,Claude-Haiku,Australia_Use_20,Partridge,H.,Menzies,V.,Lee,False,False,,,,,Invalid DOI format
Australia,High Income,Use,Claude-Haiku,Australia_Use_21,Yates,C.,& Partridge,H.	Citizens 2.0: The challenges and opportunities of social media for public libraries	2011	Proceedings of the American Society for Information Science and Technology	https://doi.org/10.1002/meet.2011.14504801163,,False,False,,,,,No DOI provided
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_1,"Houghton, K. A., & Joinson, A. N.","Privacy, social network sites, and social relations",2010,Journal of Technology in Human Services,https://doi.org/10.1080/15228835.2010.509245,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_2,"Leung, L.",Generational differences in content generation in social media: The roles of the gratifications sought and of narcissism,2013,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2012.11.033,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_3,"Eckert, C., & Stacey, M.",Designing in the context of Australia: Socio-cultural influences and pragmatic constraints,2000,Design Studies,https://doi.org/10.1016/S0142-694X(99)00021-7,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_4,"Houghton, K. A., & Joinson, A. N.",Linguistic markers of secrets and sensitive self-disclosure in blogs,2012,Proceedings of the 45th Hawaii International Conference on System Sciences,https://doi.org/10.1109/HICSS.2012.576,True,False,The Legal Perspective on Business to Government Reporting -- A Conceptual Modeling Approach and Its Application in the Financial Sector,Ralf Knackstedt; Mathias Eggert; Stefan Fleischer,2012,2012 45th Hawaii International Conference on System Sciences,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_5,"Leung, L.","Loneliness, self-disclosure, and ICQ (""I Seek You"") use",2002,CyberPsychology & Behavior,https://doi.org/10.1089/109493102753770507,True,False,"""On the Internet No One Knows I'm an Introvert"": Extroversion, Neuroticism, and Internet Interaction",Yair Amichai-Hamburger; Galit Wainapel; Shaul Fox,2002,CyberPsychology &amp; Behavior,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_6,"Joinson, A. N., & Paine, C. B.","Self-disclosure, privacy and the Internet",2007,The Oxford handbook of Internet psychology,https://doi.org/10.1093/oxfordhb/9780199561803.013.0013,True,False,"Personality, individual differences and Internet use",Yair Amichai-Hamburger,2012,Oxford Handbooks Online,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_7,"Leung, L.",Unwillingness-to-communicate and college students' motives in SMS mobile messaging,2007,Telematics and Informatics,https://doi.org/10.1016/j.tele.2006.01.002,True,False,Unwillingness-to-communicate and college students’ motives in SMS mobile messaging,Louis Leung,2007,Telematics and Informatics,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_8,"Joinson, A. N.",Self-disclosure in computer-mediated communication: The role of self-awareness and visual anonymity,2001,European Journal of Social Psychology,https://doi.org/10.1002/ejsp.36,True,False,Self‐disclosure in computer‐mediated communication: The role of self‐awareness and visual anonymity,Adam N. Joinson,2001,European Journal of Social Psychology,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_9,"Leung, L.","Impacts of Net-generation attributes, seductive properties of the Internet, and gratifications-obtained on Internet use",2003,Telematics and Informatics,https://doi.org/10.1016/S0736-5853(03)00018-0,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_10,"Houghton, K. A., & Joinson, A. N.",Linguistic markers of secrets and sensitive self-disclosure in blogs,2010,Proceedings of the 43rd Hawaii International Conference on System Sciences,https://doi.org/10.1109/HICSS.2010.412,True,False,"Tweet, Tweet, Retweet: Conversational Aspects of Retweeting on Twitter",D. Boyd; S. Golder; G. Lotan,2010,2010 43rd Hawaii International Conference on System Sciences,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_11,"Leung, L.",Net-generation attributes and seductive properties of the Internet as predictors of online activities and Internet addiction,2004,CyberPsychology & Behavior,https://doi.org/10.1089/1094931041291303,True,False,Net-Generation Attributes and Seductive Properties of the Internet as Predictors of Online Activities and Internet Addiction,Louis Leung,2004,CyberPsychology &amp; Behavior,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_12,"Joinson, A. N.",Self-disclosure in computer-mediated communication: The role of self-awareness and visual anonymity,1999,European Journal of Social Psychology,https://doi.org/10.1002/(SICI)1099-0992(199903/04)29:2/3<427::AID-EJSP926>3.0.CO;2-#,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_13,"Leung, L.",Unwillingness-to-communicate and college students' motives in SMS and instant messaging,2007,Telematics and Informatics,https://doi.org/10.1016/j.tele.2006.01.002,True,False,Unwillingness-to-communicate and college students’ motives in SMS mobile messaging,Louis Leung,2007,Telematics and Informatics,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_14,"Houghton, K. A., & Joinson, A. N.","Privacy, social network sites, and social relations: A study of student use of social networking sites",2010,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2010.03.006,True,False,"Comparison of paper-and-pencil versus Web administration of the Youth Risk Behavior Survey (YRBS): Participation, data quality, and perceived privacy and anonymity",Maxine M. Denniston; Nancy D. Brener; Laura Kann,2010,Computers in Human Behavior,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_15,"Leung, L.","Loneliness, self-disclosure, and ICQ (""I Seek You"") use",2001,CyberPsychology & Behavior,https://doi.org/10.1089/109493101300117606,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_16,"Joinson, A. N.",Self-disclosure in computer-mediated communication: The role of self-awareness and visual anonymity,2001,European Journal of Social Psychology,https://doi.org/10.1002/ejsp.36,True,False,Self‐disclosure in computer‐mediated communication: The role of self‐awareness and visual anonymity,Adam N. Joinson,2001,European Journal of Social Psychology,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_17,"Leung, L.",Generational differences in content generation in social media: The roles of the gratifications sought and of narcissism,2013,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2012.11.033,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_18,"Houghton, K. A., & Joinson, A. N.",Linguistic markers of secrets and sensitive self-disclosure in blogs,2012,Proceedings of the 45th Hawaii International Conference on System Sciences,https://doi.org/10.1109/HICSS.2012.576,True,False,The Legal Perspective on Business to Government Reporting -- A Conceptual Modeling Approach and Its Application in the Financial Sector,Ralf Knackstedt; Mathias Eggert; Stefan Fleischer,2012,2012 45th Hawaii International Conference on System Sciences,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_19,"Leung, L.",Unwillingness-to-communicate and college students' motives in SMS mobile messaging,2007,Telematics and Informatics,https://doi.org/10.1016/j.tele.2006.01.002,True,False,Unwillingness-to-communicate and college students’ motives in SMS mobile messaging,Louis Leung,2007,Telematics and Informatics,
Australia,High Income,Sharing,Claude-Haiku,Australia_Sharing_20,"Joinson, A. N., & Paine, C. B.","Self-disclosure, privacy and the Internet",2007,The Oxford handbook of Internet psychology,https://doi.org/10.1093/oxfordhb/9780199561803.013.0013,True,False,"Personality, individual differences and Internet use",Yair Amichai-Hamburger,2012,Oxford Handbooks Online,
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_1,Here are 20 academic journal articles with DOIs that examine information needs assessment,requirements identification,and information gap analysis in Australia,formatted as a tab-delimited table:,,False,False,,,,,No DOI provided
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_2,Williamson,K.,Burstein,F.,& McKemmish,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_3,Williamson,K.,Schauder,D.,& Bow,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_4,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_5,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_6,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_7,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_8,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_9,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_10,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_11,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_12,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_13,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_14,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_15,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_16,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_17,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_18,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_19,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_20,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Needs,Claude-Haiku,Australia_Needs_21,Williamson,K.,Bow,A.,& Wale,False,False,,,,,Invalid DOI format
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_1,"Partridge, H., & Yates, C.",Information literacy as a meta-competency: Reconceptualizing information literacy as a meta-competency and investigating the perspectives of novice and expert learners,2017,Information Research,https://doi.org/10.47989/irpaper767,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_2,"Yates, C., & Partridge, H.",Citizens' experiences of the digital environment: Understanding digital literacy,2015,Information Research,https://doi.org/10.47989/irpaper1531,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_3,"Partridge, H., Bruce, C., & Tilley, C.",Community information literacy: Developing a local government digital literacy strategy to create an informed community,2016,Information Research,https://doi.org/10.47989/irpaper1611,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_4,"Yates, C., Partridge, H., & Bruce, C.",Exploring information experiences through phenomenography,2012,Library and Information Research,https://doi.org/10.29173/lirg499,True,False,The collection and analysis of job advertisements: A review of research methodology,Ray Harper,2012,Library and Information Research,
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_5,"Partridge, H., Lee, J., & Munro, C.","Becoming ""librarian 2.0"": The skills, knowledge, and attributes required by library and information science professionals in a Web 2.0 world (and beyond)",2010,Library Trends,https://doi.org/10.1353/lib.2010.0009,True,False,Index to Volume 58,Susan Kelsch,2010,Library Trends,
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_6,"Yates, C., & Partridge, H.",Information literacy education for rural and regional communities in Australia,2014,Information Research,https://doi.org/10.47989/irpaper1077,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_7,"Partridge, H., & Hallam, G.",The double helix: A personal account of the discovery of the structure of [the] DNA molecule,2006,Library Review,https://doi.org/10.1108/00242530610649576,True,False,"Institutional repositories, self‐archiving and the role of the library",Nicholas Joint,2006,Library Review,
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_8,"Yates, C., Stoodley, I., Partridge, H., Bruce, C., Cooper, H., Day, G., & Edwards, S.",Exploring health information use by older Australians within everyday life,2012,Library Trends,https://doi.org/10.1353/lib.2012.0009,True,False,Supporting Informed Learners in the Twenty-first Century,Christine Bruce; Hilary Hughes; Mary M. Somerville,2012,Library Trends,
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_9,"Partridge, H., & Hallam, G.",The double helix: Revealing the process of information literacy learning and change,2007,Australian Library Journal,https://doi.org/10.1080/00049670.2007.10722408,True,False,"<b>Tour de force: publication<i>and</i>review. Landmark library history covers 1500 years: Hoare, Peter, gen ed<i>The Cambridge history of libraries in Britain and Ireland.</i>Cambridge: Cambridge University Press, 2006. 3 vols. A$899 hard cover ISBN 13: 9780521858083 (Vol 1: to 1640, ed E Leedham-Green and T Webber, 688p; Vol 2: 1640–1850, ed G Mandelbrote and KA Manley, 575p; Vol 3: 1850–2000, ed A Black and P Hoare, 737p)</b>",Colin Steele,2007,The Australian Library Journal,
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_10,"Yates, C., Partridge, H., & Bruce, C.",Learning wellness: How ageing Australians experience health information literacy,2009,Australian Library Journal,https://doi.org/10.1080/00049670.2009.10735905,True,True,Learning wellness: how ageing Australians experience health information literacy,Christine Yates; Helen Partridge; Christine Bruce,2009,The Australian Library Journal,
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_11,"Partridge, H., Edwards, S., & Thorpe, C.",Evidence-based practice: Information professionals' experience of information literacy in the workplace,2010,Proceedings of the American Society for Information Science and Technology,https://doi.org/10.1002/meet.14504701392,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_12,"Yates, C., & Partridge, H.",Exploring information literacy during a natural disaster: The 2011 Brisbane flood,2011,Proceedings of the American Society for Information Science and Technology,https://doi.org/10.1002/meet.2011.14504801252,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Claude-Haiku,Australia_Behavior_13,"Partridge, H., Menzies, V., Lee, J., & Munro, C.","The contemporary librarian: Skills, knowledge and attributes required in a world of emerging technologies and shifting expectations",2010,Library & Information Science Research,https://doi.org/10.1016/j.lisr.2010.07.001,True,False,"The contemporary librarian: Skills, knowledge and attributes required in a world of emerging technologies",Helen Partridge; Victoria Menzies; Julie Lee,2010,Library &amp; Information Science Research,
