Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_4,"Park, S., Lee, J., & Kim, Y.",The Effects of Information Quality and System Quality on User Satisfaction in Online Learning: A Study of South Korean University Students,2018,Computers & Education,10.1016/j.compedu.2018.03.009,True,False,"A critical examination of the relationship among research, theory, and practice: Technology and reading instruction",Xinyuan Yang; Li-Jen Kuo; Xuejun Ji,2018,Computers &amp; Education,
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_5,"Kim, H., Lee, J., & Park, S.",The Impact of Social Media on Political Polarization in South Korea,2020,Political Communication,10.1080/10584609.2020.1744844,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_6,"Lee, S., Kim, J., & Choi, H.",The Role of Trust in Information Sharing on Social Networking Sites: A Study of South Korean Users,2017,Computers in Human Behavior,10.1016/j.chb.2017.02.009,True,False,Examining cyberbullying across the lifespan,Christopher P. Barlett; Kristina Chamberlin,2017,Computers in Human Behavior,
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_7,"Choi, J., Kim, S., & Lee, H.",The Effects of Media Exposure on Public Health Behavior: A Case Study of the COVID-19 Pandemic in South Korea,2021,Health Communication,10.1080/10410236.2021.1906454,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_8,"Lee, H., Kim, J., & Park, S.",The Impact of Government Communication on Public Trust: A Case Study of South Korea's Response to the COVID-19 Pandemic,2022,Public Relations Review,10.1016/j.pubrev.2022.102003,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_1,"Lee, J., Kim, H., & Park, S.",Requirements Elicitation for E-Government Services in South Korea,2017,Government Information Quarterly,10.1016/j.giq.2017.03.001,True,False,An empirical validation of a unified model of electronic government adoption (UMEGA),Yogesh K. Dwivedi; Nripendra P. Rana; Marijn Janssen,2017,Government Information Quarterly,
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_2,"Park, J. & Ryu, H.",User Needs Assessment for Smart City Development in Seoul,2021,Cities,10.1016/j.cities.2021.103234,True,False,Transparency and efficient management in local governments,Bernardino Benito; María-Dolores Guillamón; Ana-María Ríos,2021,Cities,
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_3,"Kim, E. & Park, J.",Information Gap Analysis in Korean Public Libraries,2021,Library & Information Science Research,10.1016/j.lisr.2021.101101,True,False,Development and validation of a measuring instrument for digital library maturity,Fatemeh Sheikhshoaei; Nader Naghshineh; Sirous Alidousti,2021,Library &amp; Information Science Research,
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_4,"Lee, S. & Kang, H.",Requirements Engineering for Mobile Applications in South Korea,2017,Information and Software Technology,10.1016/j.infsof.2017.01.004,True,False,Applying process mining techniques in software process appraisals,Arthur M. Valle; Eduardo A.P. Santos; Eduardo R. Loures,2017,Information and Software Technology,
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_5,"Park, H. & Kim, C.",Information Needs of Korean Tourists: A Case Study of Seoul,2018,Tourism Management,10.1016/j.tourman.2018.01.001,True,False,Using multivariate statistics to assess ecotourism potential of water-bodies: A case-study in Mauritania,Frederico Santarém; João Carlos Campos; Paulo Pereira,2018,Tourism Management,
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_6,"Choi, S. & Lee, J.",Information Gap Analysis in the Korean E-Commerce Sector,2020,Electronic Commerce Research and Applications,10.1016/j.elerap.2020.100958,True,False,A 2020 perspective on “How live streaming influences purchase intentions in social commerce: An IT affordance perspective”,Yuan Sun; Xiang Shao; Xiaotong Li,2020,Electronic Commerce Research and Applications,
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_7,"Lee, H. & Kang, S.",Requirements Elicitation for Smart Home Systems in South Korea,2019,Pervasive and Mobile Computing,10.1016/j.pmcj.2019.01.002,True,False,Provisioning of energy consumption information for mobile ads,Seokjun Lee; Minyoung Go; Rhan Ha,2019,Pervasive and Mobile Computing,
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_8,"Park, J. & Kim, Y.",Information Needs of Korean Researchers: A Survey,2021,Scientometrics,10.1007/s11192-021-03930-x,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_9,"Choi, M. & Lee, J.",Information Gap Analysis in the Korean Cultural Heritage Sector,2018,Museum Management and Curatorship,10.1080/09647775.2018.1457890,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_10,"Kim, S. & Park, H.",Information Needs of Korean Citizens Regarding Environmental Issues,2020,Environmental Education Research,10.1080/13504622.2020.1758987,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_11,"Lee, J. & Kim, S.",Requirements Identification for Cybersecurity in South Korean Organizations,2022,Computers & Security,10.1016/j.cose.2022.102897,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_1,"Lee, S. & Kim, Y.",Information literacy education in South Korea: Current status and future directions,2020,Education for Information,10.3233/EFI-200008,True,False,Challenges for the educational system during lockdowns: A possible new framework for teaching and learning for the near future,Juan-José Boté-Vericad,2021,Education for Information,
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_2,"Choi, H. & Jung, E.",The role of trust in online information seeking: Evidence from South Korea,2021,Information Research,10.47989/irpaper678,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_3,"Lee, J. & Kim, S.",The use of mobile devices for information seeking in South Korea,2016,Online Information Review,10.1108/OIR-03-2015-0091,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_4,"Park, S. & Lee, K.",Information needs and seeking behaviors of Korean immigrants,2018,Library & Information Science Research,10.1016/j.lisr.2018.01.002,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_5,"Kim, Y. & Lee, S.",Information behavior of students in South Korean universities,2017,Education for Information,10.3233/EFI-170009,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_6,"Lee, J. & Choi, H.",Information seeking and use in the context of e-government in South Korea,2018,Government Information Quarterly,10.1016/j.giq.2018.03.001,True,False,Leveraging social media to achieve a community policing agenda,Christine B. Williams; Jane Fedorowicz; Andrea Kavanaugh,2018,Government Information Quarterly,
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_7,"Kim, S. & Park, S.",The role of social capital in information sharing: A study of South Korean communities,2019,Information Research,10.47989/irpaper645,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_8,"Kim, J. & Jung, E.",The impact of information overload on information seeking: A case study of South Korea,2021,Online Information Review,10.1108/OIR-03-2020-0101,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_9,"Lee, K. & Choi, S.",The use of information and communication technologies for information seeking in South Korea,2016,Telematics and Informatics,10.1016/j.tele.2016.03.003,True,False,The effect of online interruptions on the quality of cognitive performance,Eilat Chen Levy; Sheizaf Rafaeli; Yaron Ariel,2016,Telematics and Informatics,
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_10,"Kim, H. & Lee, J.",Information seeking and use in the context of political participation in South Korea,2018,Information Polity,10.3233/IP-180090,True,False,Look before you leap: Barriers to big data use in municipalities,Rebecca Moody; Victor Plat; Victor Bekkers,2019,Information Polity,
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_1,"Kuhlthau, C. C.",Information search process: A summary of research and implications for instruction,1991,School Library Media Quarterly,10.1007/978-3-319-60091-7_1,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_2,"Case, D. O.","Looking for information: A survey of research on information seeking, needs, and behavior",2002,Annual Review of Information Science and Technology,10.1002/aris.1450360105,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_3,"Chatman, E. A.",The information world of low-skilled workers: An ethnographic study,1992,Library & Information Science Research,10.1016/0740-8188(92)90003-3,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_4,"Taylor, R. S.",Question-negotiation and information seeking in libraries,1968,College & Research Libraries,10.5860/crl.29.3.178,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_5,"Bates, M. J.",Information search tactics,1979,Information Processing & Management,10.1016/0306-4573(79)90006-1,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_6,"Marchionini, G.",Information seeking in electronic environments,1995,Cambridge University Press,10.1017/CBO9780511558045,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_7,"Ingwersen, P.",Information retrieval interaction,1992,Taylor Graham,10.1007/978-3-319-60091-7_1,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_8,"Fisher, K. E., Erdelez, S., & McKechnie, L.",Theories of information behavior,2005,Information Today,10.1007/978-3-319-60091-7_1,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_9,"Dervin, B.",From sense-making to path-breaking: Exploring the information seeking process,1999,Information Science,10.1007/978-3-319-60091-7_1,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_10,"Sonnenwald, D. H.",Information seeking and use in interdisciplinary work,1996,Annual Review of Information Science and Technology,10.1002/aris.1450310106,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_11,"Kemp, J.",Information seeking behaviour of Australian academics,2000,Australian Academic & Research Libraries,10.1080/00048623.2000.10755057,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_1,"Lee, S. & Chen, W.",News consumption and trust in media in Australia,2021,Communication Research and Practice,10.1080/22041451.2021.1900123,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_2,"Martin, J. & O'Connell, P.",The impact of misinformation on public health decisions in Australia,2022,Health Communication,10.1080/10410236.2022.2034567,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_3,"White, M. & Black, N.",The use of online health information by Australians,2020,Patient Education and Counseling,10.1016/j.pec.2020.04.012,True,False,Tools to Measure Health Literacy among US African Americans and Hispanics/Latinos with Type 2 Diabetes: A Scoping Review of the Literature,Mayra L. Estrella; Paula Allen-Meares,2020,Patient Education and Counseling,
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_4,"Hall, D. & Wright, E.",The influence of algorithms on news consumption in Australia,2021,New Media & Society,10.1177/14614448211000123,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_5,"Baker, S. & Clark, T.",Information overload and its effects on Australian workers,2018,Information Processing & Management,10.1016/j.ipm.2018.07.001,True,False,Using language models to improve opinion detection,Faiza Belbachir; Mohand Boughanem,2018,Information Processing &amp; Management,
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_6,"Taylor, B. & Williams, C.",Fake news and its impact on Australian elections,2020,Political Communication,10.1080/10584609.2020.1789012,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_7,"Miller, F. & Brown, G.",The use of government information by Australian citizens,2021,Public Administration Review,10.1111/puar.13345,True,False,"James D. Ward, Policing and Race in America: Economic, Political and Social Dynamics <i>(</i>Lanham, MD<i>:</i> <i>Lexington Books</i><i>,</i> 2018<i>)</i>. 291 <i>pp. $42.99 (pbk.), ISBN: 978‐1‐4985‐5093‐2</i>",Tom Barth,2021,Public Administration Review,
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_8,"Davis, A. & Wilson, P.",Information privacy concerns among Australian internet users,2018,Telecommunications Policy,10.1016/j.telpol.2018.09.001,True,False,Quality-adjusted international price comparisons of mobile telecommunications services,Seong Hun Yun; Yongjae Kim; Minki Kim,2019,Telecommunications Policy,
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_9,"Green, C. & Lee, J.",The role of mobile devices in information access in Australia,2022,Mobile Media & Communication,10.1177/20501579221100000,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_10,"Clark, D. & Hall, S.",Information seeking behavior of Australian researchers,2020,Scientometrics,10.1007/s11192-020-03578-z,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_11,"Roberts, F. & Anderson, M.",The impact of artificial intelligence on information access in Australia,2018,AI & Society,10.1007/s00146-018-0845-x,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_12,"Taylor, G. & Martin, H.",The role of libraries in promoting digital literacy in Australia,2022,Library & Information Science Research,10.1016/j.lisr.2022.101111,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_1,"Lee, S. & Chen, W.",Communication strategies of Australian government agencies during natural disasters,2019,Public Relations Review,10.1016/j.pubrev.2019.101987,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_2,"Martin, J. & White, K.",The role of trust in online information sharing: Evidence from Australian consumers,2022,Information Technology & People,10.1108/ITP-03-2021-0200,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_3,"Anderson, P. & Green, R.",The impact of social media on political participation in Australia,2023,New Media & Society,10.1177/14614448231167890,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_4,"Lewis, G. & Clark, O.",Communication patterns within Australian Indigenous communities,2019,Communication Monographs,10.1080/03634523.2019.1654321,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_5,"Wright, S. & King, U.",The influence of media framing on public opinion about climate change in Australia,2022,Environmental Communication,10.1080/17524032.2022.2098765,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_6,"Carter, T. & Hill, A.",Information literacy skills of Australian university students,2018,Education for Information,10.3233/EFI-180207,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_7,"Fisher, E. & Gray, V.",The role of community radio in information sharing in rural Australia,2019,"Media, Culture & Society",10.1177/0163443719876543,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_8,"Hughes, F. & Bailey, J.",The impact of social media on political campaigns in Australia,2022,Political Communication,10.1080/10584609.2022.2109876,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_9,"Owens, R. & Scott, D.",Communication and collaboration in Australian research teams,2021,Scientometrics,10.1007/s11192-021-04000-1,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_1,"Wilson, K. & Taylor, E.",Identifying information gaps in environmental management: A case study of the Great Barrier Reef,2019,Marine Policy,10.1016/j.marpol.2019.104001,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_2,"Lee, S. & White, P.",Requirements elicitation for e-government services: The Australian experience,2020,Government Information Quarterly,10.1016/j.giq.2020.101501,True,False,A framework for voluntary business-government information sharing,Boriana Rukanova; Yao-Hua Tan; Roel Huiden,2020,Government Information Quarterly,
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_3,"Wright, G. & King, D.",Information needs of Indigenous Australians: A literature review,2019,Australian Aboriginal Studies,10.1007/s10796-019-09929-x,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_4,"Scott, H. & Turner, B.",Assessing information needs in disaster management: The Queensland floods case study,2020,Disasters,10.1111/disa.12390,True,True,A scoping review of post‐disaster social support investigations conducted after disasters that struck the Australia and Oceania continent,Krzysztof Kaniasty; Ian de Terte; Johnrev Guilaran,2020,Disasters,
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_5,"Hughes, P. & Gray, Q.",Information gap analysis in the context of climate change adaptation in Australia,2021,Climatic Change,10.1007/s10584-021-03058-w,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_6,"Bennett, W. & Cook, X.",Requirements elicitation techniques for software development projects in Australia,2018,Information and Software Technology,10.1016/j.infsof.2018.03.005,True,False,Fixing class design inconsistencies using self regulating particle swarm optimization,Renu George; Philip Samuel,2018,Information and Software Technology,
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_7,"Chapman, Z. & Hill, A.",Information needs of farmers in Western Australia,2019,Agricultural Systems,10.1016/j.agsy.2019.102789,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_8,"Hayes, D. & Morris, E.",Information needs of older adults in aged care facilities in Australia,2021,Ageing & Society,10.1017/s0266355420000499,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_9,"Irwin, F. & Nelson, G.",Information gap analysis in the Australian mining industry,2016,Resources Policy,10.1016/j.resourpol.2016.03.002,True,False,Extractive industries and corruption: Investigating the effectiveness of EITI as a scrutiny mechanism,Elizabeth Kasekende; Charles Abuka; Mare Sarr,2016,Resources Policy,
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_10,"Jackson, S. & Owen, L.",Requirements identification for smart city initiatives in Australia,2018,Cities,10.1016/j.cities.2018.03.010,True,False,Functionality between the size and indicators of smart cities: A research challenge with policy implications,Kamila Borsekova; Samuel Koróny; Anna Vaňová,2018,Cities,
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_11,"Kelly, M. & Powell, J.",Information needs assessment for sustainable tourism in Australia,2019,Tourism Management,10.1016/j.tourman.2018.09.010,True,False,Wisdom of crowds: Conducting importance-performance analysis (IPA) through online reviews,Jian-Wu Bi; Yang Liu; Zhi-Ping Fan,2019,Tourism Management,
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_1,"Case, D. O.","Looking for information: A survey of research on information seeking, needs, and behavior",2002,Academic Press,10.1016/B978-012163071-6/50002-7,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_2,"Kuhlthau, C. C.",Seeking meaning: A process approach to library and information services,1993,Ablex Publishing,10.4324/9781315235627,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_3,"Spink, A., & Cole, C.",Human information behavior,2006,Information Processing & Management,10.1016/j.ipm.2005.06.006,True,False,Examining and improving the effectiveness of relevance feedback for retrieval of scanned text documents,Adenike M. Lam-Adesina; Gareth J.F. Jones,2006,Information Processing &amp; Management,
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_4,"Bates, M. J.",Information behavior,2005,Annual Review of Information Science and Technology,10.1002/aris.1450390105,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_5,"Chatman, E. A.",The information world of retired women,1996,The Library Quarterly,10.1086/602709,True,False,<i>A Skeptic among Scholars: August Frugé on University Publishing</i>. August Frugé,"Datus C. Smith,",1994,The Library Quarterly,
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_6,"Fisher, K. E., Erdelez, S., & McKechnie, L.",Theories of information behavior,2005,Information Today,10.1007/978-3-319-60608-0_2,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_7,"Taylor, R. S.",Information use environments,1991,Progress in Communication Sciences,10.1016/S0163-6847(08)60010-6,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_8,"Vakkari, P.",Information seeking in context: A review of research on information seeking,2000,Information Research,10.4324/9781315235627,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_9,"Ingwersen, P.",Information retrieval interaction,1992,Taylor & Francis,10.4324/9781315235627,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_10,"Hjørland, B.",Information seeking and information retrieval: A conceptual analysis,2000,Information Science,10.1007/978-3-319-60608-0_1,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_11,"Marchionini, G.",Information seeking in electronic environments,1995,Cambridge University Press,10.1017/CBO9780511558045,False,False,,,,,DOI not found in CrossRef
Australia,High Income,Behavior,Gemini-Flash-Lite,Australia_Behavior_12,"Taylor, R. S.",Question negotiation and information seeking in libraries,1968,College & Research Libraries,10.5860/crl.29.3.178,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_1,"Wang, Y.; Sun, Y.; Chen, X.; et al.",The impact of social influence on information seeking behavior: Evidence from online health communities in China,2018,Information & Management,10.1016/j.im.2018.03.002,True,False,System 1 and System 2 cognition in the decision to adopt and use a new technology,Vijay Khatri; Binny M. Samuel; Alan R. Dennis,2018,Information &amp; Management,
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_2,"Zhang, X.; Li, Y.; Chen, H.",Exploring the role of cultural values in information seeking: A cross-cultural study of Chinese and American users,2019,Information Processing & Management,10.1016/j.ipm.2018.09.002,True,False,Efficient query-by-example spoken document retrieval combining phone multigram representation and dynamic time warping,Paula Lopez-Otero; Javier Parapar; Alvaro Barreiro,2019,Information Processing &amp; Management,
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_3,"Liu, C.; Zhang, J.; Wang, L.",The influence of trust on information seeking behavior in online shopping: Evidence from China,2016,Electronic Commerce Research and Applications,10.1016/j.elerap.2016.01.001,True,False,What drives in-app purchase intention for mobile games? An examination of perceived values and loyalty,Kuo-Lun Hsiao; Chia-Chen Chen,2016,Electronic Commerce Research and Applications,
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_4,"Guo, L.; Chen, Q.; Wang, J.",Information seeking behavior of Chinese college students in the context of COVID-19,2022,Library & Information Science Research,10.1016/j.lisr.2022.101159,True,False,Evaluating a digital community archive from the user perspective: The case of formative multifaceted evaluation,Krystyna K. Matusiak,2022,Library &amp; Information Science Research,
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_5,"Huang, Q.; Chen, Y.; Li, X.",The impact of mobile technology on information seeking behavior: A study of Chinese users,2015,Telematics and Informatics,10.1016/j.tele.2015.03.003,True,False,Mobile advertising: The changing landscape of the advertising industry,Choy-Har Wong; Garry Wei-Han Tan; Boon-In Tan,2015,Telematics and Informatics,
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_6,"Wu, J.; Zhang, H.; Liu, Y.",Information seeking strategies of Chinese users in online learning environments,2020,Computers & Education,10.1016/j.compedu.2020.103802,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_7,"Zhao, Y.; Wang, H.; Liu, S.",The role of social media in information seeking: A study of Chinese citizens during the 2019-nCoV outbreak,2021,Online Information Review,10.1108/OIR-05-2021-0193,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_8,"Chen, L.; Wang, J.; Liu, X.",The influence of information overload on information seeking behavior: A study of Chinese users,2017,Information Systems Frontiers,10.1007/s10796-016-9685-9,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_9,"Zhang, J.; Li, Y.; Chen, H.",The role of search engine optimization in information seeking: A study of Chinese e-commerce users,2016,Internet Research,10.1108/IntR-03-2015-0095,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_10,"Liu, Y.; Wu, J.; Zhang, H.",Information seeking behavior and the use of online reviews: A study of Chinese tourists,2018,Tourism Management,10.1016/j.tourman.2017.09.010,True,False,Feeling a destination through the “right” photos: A machine learning model for DMOs’ photo selection,Ning Deng; Xiang (Robert) Li,2018,Tourism Management,
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_11,"Chen, X.; Wang, Y.; Li, J.",The influence of perceived risk on information seeking behavior in online shopping: Evidence from China,2015,Computers in Human Behavior,10.1016/j.chb.2015.03.019,True,False,An empirical investigation of privacy breach perceptions among smartphone application users,Stanislav Mamonov; Raquel Benbunan-Fich,2015,Computers in Human Behavior,
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_12,"Li, Y.; Zhang, X.; Chen, H.",Information seeking behavior and the use of mobile search engines: A study of Chinese users,2019,Behaviour & Information Technology,10.1080/0144929X.2018.1548777,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_13,"Zhang, W.; Sun, W.; Li, T.",Information seeking behavior and health literacy among Chinese older adults,2017,BMC Public Health,10.1186/s12889-017-4487-9,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Seeking,Gemini-Flash-Lite,China_Seeking_14,"Liu, C.; Zhang, J.; Wang, L.",The impact of information quality on information seeking behavior in online shopping: Evidence from China,2016,Electronic Commerce Research and Applications,10.1016/j.elerap.2016.01.001,True,False,What drives in-app purchase intention for mobile games? An examination of perceived values and loyalty,Kuo-Lun Hsiao; Chia-Chen Chen,2016,Electronic Commerce Research and Applications,
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_1,"Li, W., & Wang, H.",Information credibility assessment in online environments: A study of Chinese internet users,2019,Computers in Human Behavior,10.1016/j.chb.2019.03.025,True,False,Analyzing Multimodal Multichannel Data about Self-Regulated Learning with Advanced Learning Technologies: Issues and Challenges,Roger Azevedo; Dragan Gašević,2019,Computers in Human Behavior,
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_2,"Zhao, Y., & Huang, Q.",Information literacy education in China: Current status and future directions,2017,Library & Information Science Research,10.1016/j.lisr.2017.04.002,True,False,Visual research in LIS: Complementary and alternative methods,Angela Pollak,2017,Library &amp; Information Science Research,
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_3,"Wang, J., & Chen, L.",The influence of government censorship on information consumption in China,2021,Political Communication,10.1080/10584609.2021.1900000,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_4,"Gao, X., & Wu, M.",Mobile information access and its impact on daily life in China,2016,"Information, Communication & Society",10.1080/1369118X.2016.1148765,False,False,,,,,DOI not found in CrossRef
